Timestamp,Run,Cross Validation Step,Global Step,Local Step,Total Loss,Average Loss,Learning Rate,Examples per Second,Seconds per Step
2023-11-19 15:55:17.166689,0,-1,100,100,147.0574951171875,2.2977734,0.01,258.40516290285416,0.2452208613861386
2023-11-19 15:55:21.243347,0,-1,200,200,145.16213989257812,2.2681584,0.01,1569.913779844613,0.04076657
2023-11-19 15:55:24.178957,0,-1,300,300,144.21115112304688,2.2532992,0.01,2180.1253640213226,0.02935611
2023-11-19 15:55:26.872332,0,-1,400,400,137.75306701660156,2.1523917,0.01,2376.1999809904,0.02693376
2023-11-19 15:55:29.410199,0,-1,500,500,134.17068481445312,2.096417,0.01,2521.802757985348,0.02537867
2023-11-19 15:55:34.544122,0,-1,600,600,137.08908081054688,2.142017,0.01,1246.6105341317095,0.051339209999999996
2023-11-19 15:55:38.587955,0,-1,700,700,130.46408081054688,2.0385013,0.01,1582.6560678168128,0.04043835
2023-11-19 15:55:41.039938,0,-1,800,800,129.7406005859375,2.027197,0.005,2610.132288845396,0.02451983
2023-11-19 15:55:43.529857,0,-1,900,900,123.59065246582031,1.931104,0.005,2570.364738772627,0.02489919
2023-11-19 15:55:46.054777,0,-1,1000,1000,127.16780090332031,1.9869969,0.005,2534.73477763049,0.02524919
2023-11-19 15:55:51.264369,0,-1,1100,1100,126.01858520507812,1.9690404,0.005,1228.5031150232112,0.05209592
2023-11-19 15:55:55.171875,0,-1,1200,1200,120.71846008300781,1.8862259,0.005,1637.872945589093,0.039075069999999996
2023-11-19 15:55:57.698437,0,-1,1300,1300,109.31453704833984,1.7080396,0.005,2533.086462948465,0.025265620000000003
2023-11-19 15:56:00.238841,0,-1,1400,1400,117.84148406982422,1.8412732,0.005,2519.284334302733,0.025404040000000003
2023-11-19 15:56:02.636312,0,-1,1500,1500,116.79962158203125,1.8249941,0.005,2669.4796308276514,0.02397471
2023-11-19 15:56:08.029703,0,-1,1600,1600,117.13367462158203,1.8302137,0.0025,1186.6381576849283,0.05393388
2023-11-19 15:56:11.778012,0,-1,1700,1700,123.61626434326172,1.9315041,0.0025,1707.4361512254857,0.0374831
2023-11-19 15:56:14.244328,0,-1,1800,1800,118.5408706665039,1.8522011,0.0025,2594.9624480551365,0.02466317
2023-11-19 15:56:16.655621,0,-1,1900,1900,120.49683380126953,1.882763,0.0025,2654.176554165523,0.02411294
2023-11-19 15:56:19.078313,0,-1,2000,2000,130.10650634765625,2.0329142,0.0025,2641.6905829096654,0.02422691
2023-11-19 15:56:28.803567,0,-1,2100,2100,110.96839904785156,1.7338812,0.0025,658.0804984630736,0.09725254
2023-11-19 15:56:31.301636,0,-1,2200,2200,114.58191680908203,1.7903425,0.0025,2561.977846897805,0.024980699999999998
2023-11-19 15:56:33.889725,0,-1,2300,2300,98.93862915039062,1.5459161,0.0025,2472.8746897798023,0.025880809999999997
