Timestamp,Run,Cross Validation Step,Global Step,Local Step,Total Loss,Average Loss,Learning Rate,Examples per Second,Seconds per Step
2023-11-19 11:36:02.887776,0,-1,100,100,538.174560546875,8.4089775,0.01,346.39376755343653,0.18293151485148515
2023-11-19 11:36:05.400380,0,-1,200,200,618.7830810546875,9.668486,0.01,2547.157233230054,0.02512605
2023-11-19 11:36:07.851456,0,-1,300,300,699.37353515625,10.9277115,0.01,2611.0992115704335,0.024510749999999998
2023-11-19 11:36:10.794040,0,-1,400,400,586.546875,9.164795,0.01,2174.959151548435,0.02942584
2023-11-19 11:36:14.768050,0,-1,500,500,715.49169921875,11.179558,0.01,1610.4639897735537,0.0397401
2023-11-19 11:36:19.475714,0,-1,600,600,651.019287109375,10.172176,0.01,1359.4852988658492,0.04707664
2023-11-19 11:36:21.961042,0,-1,700,700,683.2554931640625,10.675867,0.01,2575.1117860049917,0.02485329
2023-11-19 11:36:24.438774,0,-1,800,800,651.019287109375,10.172176,0.005,2583.0073631853647,0.024777320000000002
2023-11-19 11:36:27.452472,0,-1,900,900,683.2554931640625,10.675867,0.005,2123.6375123312,0.03013697
2023-11-19 11:36:31.489701,0,-1,1000,1000,538.192626953125,8.40926,0.005,1585.2461144131569,0.040372279999999997
2023-11-19 11:36:35.901520,0,-1,1100,1100,683.2554931640625,10.675867,0.005,1450.6488140152621,0.04411819
2023-11-19 11:36:38.327138,0,-1,1200,1200,618.7830810546875,9.668486,0.005,2638.50067199314,0.0242562
2023-11-19 11:36:40.793363,0,-1,1300,1300,554.3106689453125,8.661104,0.005,2595.0592504739025,0.02466225
2023-11-19 11:36:44.013879,0,-1,1400,1400,715.4916381835938,11.179557,0.005,1987.260418678509,0.03220514
2023-11-19 11:36:48.384498,0,-1,1500,1500,634.901123046875,9.92033,0.005,1464.3228044710352,0.043706209999999995
2023-11-19 11:36:52.600626,0,-1,1600,1600,602.6649780273438,9.41664,0.0025,1517.980838812493,0.04216127
2023-11-19 11:36:55.053569,0,-1,1700,1700,651.019287109375,10.172176,0.0025,2609.1097065403856,0.02452944
2023-11-19 11:36:57.567901,0,-1,1800,1800,505.9564208984375,7.905569,0.0025,2545.4076868130383,0.02514332
2023-11-19 11:37:01.471831,0,-1,1900,1900,570.4287719726562,8.91295,0.0025,1639.374496660799,0.03903928
2023-11-19 11:37:05.371674,0,-1,2000,2000,602.6649780273438,9.41664,0.0025,1641.0912846770282,0.038998439999999995
2023-11-19 11:37:13.194272,0,-1,2100,2100,602.6649780273438,9.41664,0.0025,818.1425148013486,0.07822598
2023-11-19 11:37:16.272249,0,-1,2200,2200,634.9011840820312,9.920331,0.0025,2079.2884674864263,0.03077976
2023-11-19 11:37:20.394878,0,-1,2300,2300,683.2554931640625,10.675867,0.0025,1552.407079946539,0.0412263
2023-11-19 11:37:23.158776,0,-1,2400,2400,570.4287719726562,8.91295,0.00125,2315.582823151342,0.02763883
2023-11-19 11:37:25.645953,0,-1,2500,2500,618.7830810546875,9.668486,0.00125,2573.1818962179455,0.02487193
2023-11-19 11:37:35.453293,0,-1,2600,2600,570.4287719726562,8.91295,0.00125,652.5727271911558,0.09807336
2023-11-19 11:37:38.744839,0,-1,2700,2700,602.6649780273438,9.41664,0.00125,1944.3727119442208,0.0329155
2023-11-19 11:37:41.179561,0,-1,2800,2800,570.4288330078125,8.9129505,0.00125,2628.637942499366,0.02434721
2023-11-19 11:37:43.597046,0,-1,2900,2900,586.546875,9.164795,0.00125,2647.378309533127,0.02417486
2023-11-19 11:37:46.019665,0,-1,3000,3000,505.9564208984375,7.905569,0.00125,2641.769093695707,0.02422619
2023-11-19 11:37:55.266325,0,-1,3100,3100,602.6649780273438,9.41664,0.00125,692.1419609117154,0.09246658
2023-11-19 11:37:57.660637,0,-1,3200,3200,618.7830810546875,9.668486,0.000625,2673.011728256616,0.023943029999999997
2023-11-19 11:38:00.065500,0,-1,3300,3300,683.185546875,10.674774,0.000625,2661.26208691183,0.02404874
2023-11-19 11:38:02.577490,0,-1,3400,3400,667.1373291015625,10.424021,0.000625,2547.7808430766045,0.0251199
