Timestamp,Run,Cross Validation Step,Global Step,Local Step,Total Loss,Average Loss,Learning Rate,Examples per Second,Seconds per Step
2023-11-19 11:51:24.975747,0,-1,100,100,146.3929443359375,2.2873898,0.01,324.8165585797274,0.19508345544554456
2023-11-19 11:51:27.481273,0,-1,200,200,144.70416259765625,2.2610025,0.01,2554.3548757246485,0.02505525
2023-11-19 11:51:30.006472,0,-1,300,300,143.48281860351562,2.241919,0.01,2534.4527166165058,0.025252
2023-11-19 11:51:32.532569,0,-1,400,400,139.87132263183594,2.1854894,0.01,2533.552749557915,0.02526097
2023-11-19 11:51:35.379880,0,-1,500,500,132.04592895507812,2.0632176,0.01,2247.737160855095,0.028473079999999998
2023-11-19 11:51:42.134517,0,-1,600,600,136.36985778808594,2.130779,0.01,947.4968318074687,0.0675464
2023-11-19 11:51:44.612812,0,-1,700,700,136.54176330566406,2.133465,0.01,2582.4205754359346,0.02478295
2023-11-19 11:51:47.126666,0,-1,800,800,125.89771270751953,1.9671518,0.005,2545.8906738853275,0.02513855
2023-11-19 11:51:49.708278,0,-1,900,900,128.89512634277344,2.0139863,0.005,2479.0721762496364,0.02581611
2023-11-19 11:51:52.959932,0,-1,1000,1000,124.11136627197266,1.9392401,0.005,1968.229697326252,0.03251653
2023-11-19 11:51:59.203528,0,-1,1100,1100,116.98052978515625,1.8278208,0.005,1025.0501433708805,0.06243597
2023-11-19 11:52:01.711990,0,-1,1200,1200,124.66178131103516,1.9478403,0.005,2551.364142649958,0.025084620000000002
2023-11-19 11:52:04.231817,0,-1,1300,1300,114.9153060913086,1.7955517,0.005,2539.8569028746815,0.02519827
2023-11-19 11:52:06.746470,0,-1,1400,1400,121.58486938476562,1.8997636,0.005,2545.082760921686,0.02514653
2023-11-19 11:52:10.181675,0,-1,1500,1500,124.69969177246094,1.9484327,0.005,1863.0625721208987,0.03435204
2023-11-19 11:52:16.076742,0,-1,1600,1600,111.78646850585938,1.7466636,0.0025,1085.6529269372545,0.058950699999999995
2023-11-19 11:52:18.486853,0,-1,1700,1700,115.82119750976562,1.8097062,0.0025,2655.4815570582077,0.02410109
2023-11-19 11:52:20.941261,0,-1,1800,1800,123.62442016601562,1.9316316,0.0025,2607.55343039951,0.02454408
2023-11-19 11:52:23.421235,0,-1,1900,1900,120.03358459472656,1.8755248,0.0025,2580.671176120727,0.02479975
2023-11-19 11:52:26.957096,0,-1,2000,2000,114.93327331542969,1.7958324,0.0025,1810.026926978706,0.035358589999999995
2023-11-19 11:52:34.919834,0,-1,2100,2100,119.01675415039062,1.8596368,0.0025,803.7436369248869,0.07962738
2023-11-19 11:52:37.460064,0,-1,2200,2200,109.31459045410156,1.7080405,0.0025,2519.4549159289386,0.02540232
2023-11-19 11:52:40.358384,0,-1,2300,2300,99.06681823730469,1.547919,0.0025,2208.178056437581,0.02898317
2023-11-19 11:52:44.673008,0,-1,2400,2400,115.01617431640625,1.7971277,0.00125,1483.3270562331604,0.043146250000000004
2023-11-19 11:52:47.552240,0,-1,2500,2500,110.47075653076172,1.7261056,0.00125,2222.8149728816575,0.02879232
2023-11-19 11:52:55.399862,0,-1,2600,2600,109.16447448730469,1.7056949,0.00125,815.5333620044281,0.07847625
